Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Predicted Cargo Metric TONS - Linear Regression,Predicted Cargo Metric TONS - RF,Predicted Cargo Metric TONS - GB
201706,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,-17.24261322759594,1.6751992319999998,42.67617118736184
201701,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,124.77195175722295,5.352988031999996,127.6860513874107
201612,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,164.95158125939224,3.4429283280000016,252.76522315672054
201607,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Express,Passenger,23.660147577473253,3.827771639999999,44.65158740677438
201610,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,404.060416115439,360.6127302959999,554.7780586145523
201007,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,441.85244015826584,120.42904456800005,396.2764181365056
200712,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,160.6363828543108,91.61123328000004,326.99802568298054
201405,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Cargo,Passenger,166.22511886664802,2.513102760000004,239.90943968618933
201611,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,-59.48554219644325,6.013992095999994,-39.34082500984946
201707,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,28.41284026655717,0.5464473839999991,111.26825856053976
201907,Iberia,IB,Iberia,IB,International,Europe,Deplaned,Cargo,Passenger,26.216755713488055,32.69298866399996,209.88770287991454
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Express,Passenger,470.72930344509155,46.800170927999964,365.3369249248802
202008,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Cargo,Passenger,134.41981122516472,23.85924206400002,224.7528592719586
200911,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,58.535517868114994,44.331938279999946,166.71516299179027
201512,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,136.76326512453056,182.6475739200002,152.2003751896852
200509,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,-477.0600377547157,21.169602720000007,-63.93821379699774
201606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,-32.67472280383822,11.327457960000006,12.595587381016704
201709,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,-60.08847304432288,13.207475736000024,-39.34082500984946
200508,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Mail,Passenger,-92.72854305102874,1.3170593519999998,100.62125314956153
201202,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,4.955040575541034,9.78060484799999,21.288123983981347
201201,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,188.89639813630674,78.43126838399989,202.80482320501653
201811,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,473.24900216331685,202.09302489600023,272.95220546112637
201707,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,104.01844107784814,68.79468153599996,209.88770287991454
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,464.7682277344295,925.9264632599987,536.6260908963125
201302,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,1298.9704803663426,359.51657868,1002.5225763534306
200709,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,164.83768743053542,176.53801284000022,72.3361924230323
201110,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,467.82594846296115,84.36580790399981,398.7886512339919
200511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,99.64855803765272,7.685861904000004,64.06094963469272
200812,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Combi,178.6747985711561,3.380649047999997,87.22720616668872
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,74.75733871658645,30.35695773600004,11.179606644717746
201112,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,-159.15516207606152,19.74054499200003,26.221871853974786
200811,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,123.66432021133346,33.77963735999998,155.75609228840617
200908,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,88.85333419365384,0.42343106399999975,-2.687899021790778
201112,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,161.94259786341286,25.099302816000005,203.36481206857812
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,625.2567628350012,229.42677492000027,245.09942251291534
201608,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,291.94711870891206,313.8037050959997,224.50636609842942
200809,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,89.462417397124,0.9218512800000005,-2.687899021790778
201107,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,218.23067851156088,87.00572361600001,188.49965567653405
201701,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Cargo,Passenger,249.9924625096894,30.72319891199995,205.34625937631677
201610,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,218.33092727081703,126.09548834400006,221.99413300094304
201312,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,702.6094778355873,805.3450408059999,606.0980066356548
201312,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,143.4107075414372,123.120638928,205.8770451660645
201807,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Mail,Passenger,-73.76266957252415,11.725482888000005,60.053560676892275
201503,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,58.75115333882627,11.43171792000001,35.020444677442214
201807,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,87.38115560055462,24.060640463999963,50.14760116292553
200809,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,388.1123599093289,333.02877904800005,386.72482960830837
200701,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,352.4545526304207,343.78244207999995,422.84149286587353
201505,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,115.84636791944581,14.054487552000001,43.19307567221262
201304,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,48.7495571608863,3.922478784000005,36.153280376025414
201806,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Cargo,Passenger,203.57094113431526,306.55321754399966,227.265092369445
201409,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,539.3027960717736,183.49338823200023,430.8137677351612
201103,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,2003.5929455216258,490.0545664559993,1051.0776996970346
201004,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,104.17430545709112,0.9023918399999994,171.61899666856982
201506,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,60.970992294989856,24.35894596799998,47.19777720636112
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,286.813365265067,363.0141930239999,527.3496867406421
201804,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,106.49485648158861,113.63898823199993,221.68063731091064
201202,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,-44.98730140200337,8.865856943999987,18.77589088649498
200812,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,-45.630799730806075,13.924458576,38.66551347351178
200804,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,208.28577158175767,306.7187543279999,145.72956897012347
201506,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,218.97077225224007,295.7643324720002,211.89707580142746
201803,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,305.4565047343294,169.9563993120003,227.265092369445
201107,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,24.788686387181542,0.22532580000000016,69.72656726417037
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,598.0404787010034,351.2663748719996,242.58718941542895
201004,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Mail,Passenger,43.62216064351583,4.633211016000005,51.09502032600566
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,402.81338420280485,766.2662395799999,438.77176594271083
201310,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,759.9841462071033,624.1382592319994,661.6130831911222
201503,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Express,Passenger,50.90719348942412,7.092190224000006,37.06676330474517
201607,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,25.38966477528311,15.254277696000006,72.6023580184892
201809,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,7.687504236885161,98.88691377600001,60.053560676892275
201708,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,1296.4726239965562,2033.7465537000028,1338.2009905913283
201907,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Express,Passenger,495.478492987256,16.440763751999995,373.42516753168053
202005,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,-150.12626988522584,1.8163414080000009,-10.342865107236051
201701,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Cargo,Passenger,226.55215942387645,155.88534628799982,207.37546978242815
200705,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Freighter,272.0788552776744,185.46413054400017,419.7692709048256
201804,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Mail,Passenger,561.3586418529185,168.00006333599984,327.9150374529393
202009,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,International,Asia,Enplaned,Cargo,Freighter,1392.4231931336221,706.4987105859997,715.4791802170673
201608,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,245.81287363095157,418.4758241999999,221.99413300094304
200611,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,680.3150781740751,121.48540639200006,503.5120137094633
200807,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,266.3378544496977,99.85510483199992,119.86954334586994
201906,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,348.6503445266071,343.9130017680007,287.70246115738996
201410,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Cargo,Passenger,225.1755970560282,6.619498199999999,189.97824280829923
201206,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,412.51536726951826,651.5629742159997,422.84149286587353
201602,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,134.34483324141888,136.22716598400015,211.33708693786588
202002,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,300.1156158965466,859.1377188379992,242.20683231942527
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,625.2752199017732,25.068893472000045,245.09942251291534
201105,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,380.18558228521124,510.64660936799993,311.88475742189377
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,835.2726455986912,755.7113486240003,461.9848212852655
201903,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,397.940718575044,507.92142139199996,460.15981314609127
200612,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,-18.02227055652861,42.43354063200001,18.77589088649498
200606,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,161.28853254691512,61.440868439999974,303.7458189316197
200807,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,-72.2072388833808,23.01183561600002,36.153280376025414
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,18.24934569667721,3.4243216559999996,-3.0032198811835307
201106,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,285.99402876975546,234.52557004799976,203.36481206857812
201304,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,183.62459556936233,52.41054520799993,200.29259010753015
200710,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,442.1741365729872,749.6194144280001,425.35372596335986
200807,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,679.1092164783163,78.01817940000002,503.5120137094633
201612,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,2000.4613965260066,1513.9696797200002,1277.53841214272
200601,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,191.69365250074088,266.4126249120002,205.8770451660645
200612,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,158.0790679259219,0.20176581600000026,113.83425736215658
202012,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Cargo,Passenger,401.5871691680152,568.9606179600007,557.5367848855678
201312,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,45.843805196860785,17.868410784000027,36.153280376025414
200510,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,414.89712259543126,702.399722472,422.2815040023119
201210,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,190.98978495520055,67.40611667999993,185.98742257904766
202007,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Mail,Passenger,-73.50490440082649,10.492117272000007,77.30016196135409
201810,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Express,Passenger,-39.73691841946811,0.05178297600000004,-20.43002205188467
200801,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,115.8130118694312,73.33780759199993,72.3361924230323
200904,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,381.4222057589234,318.0885830640002,297.2191795777734
201101,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,162.01027377490936,26.033442120000004,203.36481206857812
201109,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,69.58336423703008,9.31590072000001,53.607253423492025
201501,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,-42.58858126204905,16.603665120000027,27.308154619344304
201603,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Cargo,Passenger,28.105411939041915,1.8490913279999983,78.4259264265406
202012,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,671.6956279916346,2252.965505052,644.108179642799
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,260.26768789044513,376.52118084,524.8374536431558
201501,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,187.05069145912466,194.99052434399994,211.33708693786588
201704,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,-168.15082382440846,3.120486768000002,86.72935979962516
200608,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,790.9103007622373,1283.4472291160012,738.5786743136056
201602,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Express,Freighter,334.6450581708664,81.244445688,185.27092220950735
